tube,top,bottom,length,Na (ppb),NH4 (ppb),K (ppb),Mg (ppb),Ca (ppb),Cl (ppb),NO3 (ppb),SO4 (ppb)
2,33,33.02702703,0.027027027,18.91,18.91,2.9,2.58,9.9,29.73,37.47,29.82
2,33.02702703,33.05405405,0.027027027,9.96,9.96,0.4,0.96,4.72,19.29,39.43,45.56
2,33.05405405,33.08108108,0.027027027,7.79,7.79,0.78,0.86,3.05,25.12,37.89,70.95
2,33.08108108,33.10810811,0.027027027,15.13,15.13,0.66,1.72,1.65,36.81,36.43,69.84
2,33.10810811,33.13513514,0.027027027,12.76,12.76,0.71,1.93,1.07,38.12,38.87,49.7
2,33.13513514,33.16216216,0.027027027,4.57,4.57,0.36,0.45,4.04,25.41,38.81,29.54
2,33.16216216,33.18918919,0.027027027,0.68,0.68,0.26,0,1.06,12.2,53.35,32.73
2,33.18918919,33.21621622,0.027027027,4.09,4.09,0.44,0.35,11.66,23.69,59.1,52.62
2,33.21621622,33.24324324,0.027027027,14.26,14.26,0.57,1.88,5.26,41.64,51.78,60.44
2,33.24324324,33.27027027,0.027027027,41.38,41.38,1.41,5.6,2.6,86.68,44.61,49.71
2,33.27027027,33.2972973,0.027027027,31.43,31.43,1.43,4.7,5.48,61.54,43.78,77.4
2,33.2972973,33.32432432,0.027027027,19.5,19.5,0.55,2.46,3.14,35.69,41.99,100.73
2,33.32432432,33.35135135,0.027027027,22.4,22.4,0.68,2.88,3.16,38,42.25,93.83
2,33.35135135,33.37837838,0.027027027,5.87,5.87,0.41,1.07,1.12,26.46,50.79,46.46
2,33.37837838,33.40540541,0.027027027,95.62,95.62,2.51,11.4,10.45,168.67,32.63,71.37
2,33.40540541,33.43243243,0.027027027,81.61,81.61,5.18,12.81,10.9,140.5,30.81,100.56
2,33.43243243,33.45945946,0.027027027,60.91,60.91,1.85,9.15,5.61,104.86,28.88,90.82
2,33.45945946,33.48648649,0.027027027,18.6,18.6,0.68,3.72,2.94,43.82,39.99,38.49
2,33.48648649,33.51351351,0.027027027,70.72,70.72,1.72,6.58,3.06,127.13,24.08,38.79
2,33.51351351,33.54054054,0.027027027,2.03,2.03,0.59,0,0.43,6.72,111.7,10.82
2,33.54054054,33.56756757,0.027027027,12.78,12.78,0.52,1.44,1.2,27.98,38.28,64.23
2,33.56756757,33.59459459,0.027027027,50.04,50.04,1.07,6.34,2.66,98.94,23.56,86.5
2,33.59459459,33.62162162,0.027027027,56.68,56.68,1.72,8.27,5.17,117.88,25.37,54.56
2,33.62162162,33.64864865,0.027027027,19.87,19.87,0.61,3.56,2.32,38.33,38.45,73.32
2,33.64864865,33.67567568,0.027027027,42.34,42.34,1.07,5.38,6.43,59.19,28.66,144.25
2,33.67567568,33.7027027,0.027027027,5.12,5.12,0.8,1.13,11.45,24.66,42.14,107.05
2,33.7027027,33.72972973,0.027027027,7.98,7.98,0.38,0.89,3.76,21.65,49.17,87.6
2,33.72972973,33.75675676,0.027027027,49.64,49.64,1.49,7.2,6.14,85.5,34.67,91.01
2,33.75675676,33.78378378,0.027027027,97.87,97.87,2,14.07,6.45,168.4,24.35,84.54
2,33.78378378,33.81081081,0.027027027,13.16,13.16,0.96,2.85,2.65,31.31,38.56,57.57
2,33.81081081,33.83783784,0.027027027,4.37,4.37,0.69,0.8,1.84,19.64,43.48,98.7
2,33.83783784,33.86486486,0.027027027,53.35,53.35,1.41,6.26,3.07,95.11,36.49,121.85
2,33.86486486,33.89189189,0.027027027,103.72,103.72,2.6,13.43,6.86,186.2,30.76,97.58
2,33.89189189,33.91891892,0.027027027,45.61,45.61,1.73,7.34,4.9,82.02,50.8,77.36
2,33.91891892,33.94594595,0.027027027,6.44,6.44,0.78,1.3,2.46,24.61,55.51,88.29
2,33.94594595,33.97297297,0.027027027,7.67,7.67,0.78,0.77,1.85,29.17,54.61,128.73
2,33.97297297,34,0.027027027,23,23,1.23,2.66,4.12,42.97,50.47,171.95
2,34,34.02380952,0.023809524,71.8,71.8,18.07,4.64,18.21,100.37,39.56,139.28
2,34.02380952,34.04761905,0.023809524,75.57,75.57,4.06,10.61,28.13,127.28,26.51,112.24
2,34.04761905,34.07142857,0.023809524,29.77,29.77,1.75,4.77,10.27,57.54,40.86,28.64
2,34.07142857,34.0952381,0.023809524,28.55,28.55,1.5,3.81,5.98,46.29,40.22,26.55
2,34.0952381,34.11904762,0.023809524,51.15,51.15,1.79,6.86,6.91,86.77,31.74,54.49
2,34.11904762,34.14285714,0.023809524,45.46,45.46,1.94,5.94,4.64,80.51,31.52,96.7
2,34.14285714,34.16666667,0.023809524,34.48,34.48,2.13,4.2,3.62,57.35,41.35,94.97
2,34.16666667,34.19047619,0.023809524,26.28,26.28,2.4,3.52,6.1,44.88,56.34,44.53
2,34.19047619,34.21428571,0.023809524,56.91,56.91,2.05,6.49,5.35,86.84,45.46,37.51
2,34.21428571,34.23809524,0.023809524,72.61,72.61,2.49,7.93,5.79,114.72,33.87,40.72
2,34.23809524,34.26190476,0.023809524,34.84,34.84,1.78,4.37,4.71,58.85,48.84,71.59
2,34.26190476,34.28571429,0.023809524,53.54,53.54,25.21,3.73,25.96,88.8,51.44,78.61
2,34.28571429,34.30952381,0.023809524,41.35,41.35,6.79,4.51,13.17,78.09,51.2,56.94
2,34.30952381,34.33333333,0.023809524,56.66,56.66,3.24,13.59,5.67,106.33,43.22,61.18
2,34.33333333,34.35714286,0.023809524,91.46,91.46,3.55,11.21,8.26,150.07,33.85,43.62
2,34.35714286,34.38095238,0.023809524,48.7,48.7,4.48,8.19,10.54,91.94,36.22,31.74
2,34.38095238,34.4047619,0.023809524,55.38,55.38,2.63,9.43,7.15,126.4,18.81,32.94
2,34.4047619,34.42857143,0.023809524,27.39,27.39,1.73,6.32,3.46,70.63,24.19,29.62
2,34.42857143,34.45238095,0.023809524,39.43,39.43,1.94,5.55,4.49,65.7,30.53,38.58
2,34.45238095,34.47619048,0.023809524,40.06,40.06,1.56,4.96,3.16,62.68,40.62,36.29
2,34.47619048,34.5,0.023809524,31.14,31.14,1.38,3.5,2.96,47.56,49.62,46.46
2,34.5,34.52380952,0.023809524,7.63,7.63,1.2,0.68,2.42,19.34,66.3,110.86
2,34.52380952,34.54761905,0.023809524,11.25,11.25,1.29,0.56,2.7,25.31,52.59,199.13
2,34.54761905,34.57142857,0.023809524,13.19,13.19,1.72,0.66,2.65,26.15,49.9,207.67
2,34.57142857,34.5952381,0.023809524,4.7,4.7,1.53,0,2.36,12.84,57.52,135.54
2,34.5952381,34.61904762,0.023809524,8.86,8.86,0.86,0.15,1.57,16.33,50.08,100.23
2,34.61904762,34.64285714,0.023809524,6.59,6.59,0.72,0,0.97,12.61,56.56,57.06
2,34.64285714,34.66666667,0.023809524,28.88,28.88,1.4,2.21,1.04,55.72,46.17,42.74
2,34.66666667,34.69047619,0.023809524,108.57,108.57,3.6,15.49,5.47,155.65,34.94,98.59
2,34.69047619,34.71428571,0.023809524,68.17,68.17,5.19,9.01,7.11,123.88,36.04,48.9
2,34.71428571,34.73809524,0.023809524,148.58,148.58,4.45,15.23,6.36,220.86,26.79,137.53
2,34.73809524,34.76190476,0.023809524,70.65,70.65,3.34,10.48,4.62,111.87,35.6,118.92
2,34.76190476,34.78571429,0.023809524,32.05,32.05,1.77,5.1,3.18,59.49,53,52.1
2,34.78571429,34.80952381,0.023809524,55.04,55.04,2.54,8.46,4,81.46,43.08,75.63
2,34.80952381,34.83333333,0.023809524,18.77,18.77,1.71,2.44,1.58,35.86,53.31,70.93
2,34.83333333,34.85714286,0.023809524,14,14,1.48,1.25,1.48,24.58,61.69,114.89
2,34.85714286,34.88095238,0.023809524,35.86,35.86,2.56,3.11,3.82,63.11,51.9,144.98
2,34.88095238,34.9047619,0.023809524,26.43,26.43,1.71,2.69,2.04,50.01,66.97,113.94
2,34.9047619,34.92857143,0.023809524,17.68,17.68,1.96,1.49,1.23,41.03,82.56,56.44
2,34.92857143,34.95238095,0.023809524,107.6,107.6,4.25,14.1,15.84,167.72,40.49,172.64
2,34.95238095,34.97619048,0.023809524,71.31,71.31,4.5,10.66,6.32,118.05,41.1,169.27
2,34.97619048,35,0.023809524,30.58,30.58,3.86,3.91,14.39,54.46,64.8,85.56
2,35,35.03125,0.03125,12.38,12.38,1.49,1.23,14.21,24.48,67.06,14.65
2,35.03125,35.0625,0.03125,21.13,21.13,1.55,1.33,6.05,29.43,47.35,104.62
2,35.0625,35.09375,0.03125,26.34,26.34,1.7,2.54,6.37,43.91,37.89,87.76
2,35.09375,35.125,0.03125,64.15,64.15,1.79,7.98,5.45,101.14,27.03,54.44
2,35.125,35.15625,0.03125,33.07,33.07,2.23,3.7,5.19,43.85,39.02,38.88
2,35.15625,35.1875,0.03125,27.69,27.69,1.88,2.52,7.65,39.52,44.24,78.38
2,35.1875,35.21875,0.03125,15.56,15.56,1.85,0.9,4.86,25.23,53.48,117.6
2,35.21875,35.25,0.03125,13.03,13.03,1.57,0.38,4.37,21.76,58.63,127.09
2,35.25,35.28125,0.03125,14.1,14.1,1.55,0.56,6.99,24.09,62.54,137.34
2,35.28125,35.3125,0.03125,12.84,12.84,1.66,0.59,3.52,26.31,63.7,103.32
2,35.3125,35.34375,0.03125,30.33,30.33,4.84,2.65,9.9,44.19,64.41,62.83
2,35.34375,35.375,0.03125,20.05,20.05,2.61,2.09,5.55,33.06,56.29,49.5
2,35.375,35.40625,0.03125,21.54,21.54,1.55,1.99,3.6,37.55,38.48,50.69
2,35.40625,35.4375,0.03125,12.81,12.81,1.88,0.56,8.12,25.39,37.77,50.63
2,35.4375,35.46875,0.03125,11.28,11.28,1.41,0.78,3.61,26.36,30.16,48.24
2,35.46875,35.5,0.03125,27.35,27.35,1.62,2.95,9.76,48.57,28.46,70.74
2,35.5,35.53125,0.03125,101.31,101.31,5.48,22.62,8.82,175.61,23.58,112.27
2,35.53125,35.5625,0.03125,150.42,150.42,4.67,10.55,8.99,255.79,28.78,45.7
2,35.5625,35.59375,0.03125,57.06,57.06,3.06,9.95,8.14,113.07,40.66,39.32
2,35.59375,35.625,0.03125,76.6,76.6,2.59,13.42,4.79,133.9,36.63,72.68
2,35.625,35.65625,0.03125,32.48,32.48,2.33,5.69,3.45,58.79,41.92,82.21
2,35.65625,35.6875,0.03125,21.34,21.34,1.7,3.78,2.55,45.52,53.32,32.98
2,35.6875,35.71875,0.03125,74.69,74.69,2.69,9.35,4.46,127.37,31.79,53.61
2,35.71875,35.75,0.03125,50.35,50.35,2.18,7.53,3.36,85.99,34.28,60.89
2,35.75,35.78125,0.03125,76.8,76.8,4.45,11.86,20.48,121.69,34.81,62.25
2,35.78125,35.8125,0.03125,51.05,51.05,1.9,5.21,10.27,57.77,32.31,70.13
2,35.8125,35.84375,0.03125,33.09,33.09,2.91,4.36,6.76,56.21,32.57,44.3
2,35.84375,35.875,0.03125,44.63,44.63,1.64,5.18,3.81,76.13,29.95,42.5
2,35.875,35.90625,0.03125,31.8,31.8,1.62,4.17,2.81,46.73,32.09,113.1
2,35.90625,35.9375,0.03125,12.75,12.75,0.21,0.21,1.94,20.09,38.51,175
2,35.9375,35.96875,0.03125,19.79,19.79,0.23,0.72,2.56,28.77,41.5,190.98
2,35.96875,36,0.03125,36.97,36.97,0.73,2.67,5.03,46.97,41.6,98.72
2,36,36.02857143,0.028571429,44.5,44.5,5.63,2.94,13.59,52.78,31.12,31.66
2,36.02857143,36.05714286,0.028571429,39.83,39.83,0.53,3.58,6.89,52.18,32.82,25.91
2,36.05714286,36.08571429,0.028571429,22.68,22.68,0.41,1.32,4.42,34.48,37.8,43.05
2,36.08571429,36.11428571,0.028571429,38.32,38.32,0.5,2.98,5.7,57,33.73,49.18
2,36.11428571,36.14285714,0.028571429,58.21,58.21,1.52,5.63,6.6,79.77,37.27,48.87
2,36.14285714,36.17142857,0.028571429,70.06,70.06,2.09,6.17,6.34,92.13,40.95,52.32
2,36.17142857,36.2,0.028571429,47.82,47.82,1.14,4.21,3.69,59.94,40.42,118.39
2,36.2,36.22857143,0.028571429,49.61,49.61,1.14,4.55,7.44,67.94,40.39,92.99
2,36.22857143,36.25714286,0.028571429,17.39,17.39,0.48,0.67,4.1,22.34,53.15,23.22
2,36.25714286,36.28571429,0.028571429,35.41,35.41,0.43,3.43,2.08,51.19,45.01,39.8
2,36.28571429,36.31428571,0.028571429,49.22,49.22,0.97,5.3,2.37,67.54,40.17,103
2,36.31428571,36.34285714,0.028571429,55.59,55.59,2.9,8.43,3.66,88.63,41.48,86.78
2,36.34285714,36.37142857,0.028571429,94.95,94.95,1.95,10.61,4.23,145.93,37.11,58.48
2,36.37142857,36.4,0.028571429,39.41,39.41,1.04,4.38,1.93,55.39,42.4,77.43
2,36.4,36.42857143,0.028571429,40.98,40.98,10.7,2.69,10.09,46.73,62.46,106.29
2,36.42857143,36.45714286,0.028571429,16.27,16.27,1.35,1.01,6.92,25.5,61.54,96.6
2,36.45714286,36.48571429,0.028571429,60.24,60.24,2.65,7.27,5.33,74.74,45.09,110.25
2,36.48571429,36.51428571,0.028571429,38.4,38.4,1.95,4.29,5.64,49.28,43.62,38.46
2,36.51428571,36.54285714,0.028571429,24.6,24.6,0.57,2.64,2.22,37.51,40.13,18.82
2,36.54285714,36.57142857,0.028571429,46.52,46.52,1.23,4.85,4.03,63.87,40.18,41.65
2,36.57142857,36.6,0.028571429,30.77,30.77,1.31,3.1,5.98,42.44,45.52,72.17
2,36.6,36.62857143,0.028571429,56.22,56.22,1.6,5.91,6.53,86.22,37.32,83.07
2,36.62857143,36.65714286,0.028571429,64.27,64.27,1.49,7.97,3.52,107.08,34.07,48.85
2,36.65714286,36.68571429,0.028571429,71.1,71.1,2.19,8.66,4.75,104.52,40.36,42.67
2,36.68571429,36.71428571,0.028571429,40.14,40.14,2.16,5.22,4.99,56.33,44.23,44.93
2,36.71428571,36.74285714,0.028571429,32.33,32.33,4.24,2.27,12.4,40.25,57.07,78.86
2,36.74285714,36.77142857,0.028571429,49.84,49.84,1.55,4.52,4.41,63.76,43.45,127.82
2,36.77142857,36.8,0.028571429,78.32,78.32,3.04,7.42,5.57,124.57,42.33,122.97
2,36.8,36.82857143,0.028571429,39.57,39.57,1.13,3.21,3.03,61.92,65.29,60.56
2,36.82857143,36.85714286,0.028571429,36.35,36.35,1.24,2.97,2.06,50.41,74.11,28.96
2,36.85714286,36.88571429,0.028571429,40.62,40.62,4.17,3.3,6.15,54.41,70.24,29.43
2,36.88571429,36.91428571,0.028571429,43.75,43.75,4.28,3.83,8.35,58.65,70.01,30.6
2,36.91428571,36.94285714,0.028571429,47.56,47.56,1.03,3.7,3.67,73.63,54.11,35.93
2,36.94285714,36.97142857,0.028571429,56.96,56.96,0.87,6.24,3.41,76.97,47.21,86.28
2,36.97142857,37,0.028571429,73.89,73.89,2.5,15.75,6.3,120.84,37.38,117.3
2,37,37.02702703,0.027027027,107.22,107.22,6.62,14,14.17,183.75,31.83,75.48
2,37.02702703,37.05405405,0.027027027,59.76,59.76,2.28,10,9.94,96.86,49.75,65.17
2,37.05405405,37.08108108,0.027027027,12.91,12.91,0.72,1.22,3.86,26.76,58.75,58.4
2,37.08108108,37.10810811,0.027027027,20.42,20.42,0.91,1.1,4.72,42.26,51.41,72.61
2,37.10810811,37.13513514,0.027027027,87.19,87.19,2.39,25.17,6.46,169.19,33.06,116.57
2,37.13513514,37.16216216,0.027027027,270.13,270.13,11.38,16.06,13.1,421.82,33.28,75.07
2,37.16216216,37.18918919,0.027027027,113.82,113.82,3.5,15.7,7.83,215.15,30.9,57.15
2,37.18918919,37.21621622,0.027027027,44.45,44.45,1.21,12.22,6.39,76.93,51.98,75.67
2,37.21621622,37.24324324,0.027027027,151.64,151.64,5.12,23.44,10.01,246.14,39,135.41
2,37.24324324,37.27027027,0.027027027,121.43,121.43,3.45,18.25,8.22,208.22,36.09,119.55
2,37.27027027,37.2972973,0.027027027,16.4,16.4,1.48,2.39,2.97,42.63,61.41,91.48
2,37.2972973,37.32432432,0.027027027,53.14,53.14,4.87,4.14,11.87,99.46,58.74,96.71
2,37.32432432,37.35135135,0.027027027,81.74,81.74,2.42,13.26,7,140.71,55.51,107.92
2,37.35135135,37.37837838,0.027027027,50.1,50.1,1.3,5.3,4.91,93.78,76.48,129.02
2,37.37837838,37.40540541,0.027027027,27.99,27.99,0.86,2.61,4.24,46.85,90.35,203.13
2,37.40540541,37.43243243,0.027027027,43.38,43.38,1.76,3.64,3.29,69.35,77.58,225.6
2,37.43243243,37.45945946,0.027027027,82.17,82.17,2.69,9.83,8.09,109.37,69.33,266.19
2,37.45945946,37.48648649,0.027027027,43.4,43.4,1.48,4.44,4.98,83.46,79.61,264.96
2,37.48648649,37.51351351,0.027027027,71.32,71.32,2.65,7.91,6.99,115.21,49.11,554.33
2,37.51351351,37.54054054,0.027027027,54.79,54.79,3.27,6.61,4.48,180.34,31.23,479.9
2,37.54054054,37.56756757,0.027027027,209.26,209.26,6.49,30.71,11.02,294.9,21.47,768.02
2,37.56756757,37.59459459,0.027027027,241.75,241.75,6.85,35.66,13.79,328.83,20.44,679.31
2,37.59459459,37.62162162,0.027027027,68.56,68.56,2.13,9.89,7.87,160.46,40.69,243.69
2,37.62162162,37.64864865,0.027027027,53.2,53.2,1.77,6.84,3.94,98.16,54.77,280.67
2,37.64864865,37.67567568,0.027027027,51,51,2.89,5.57,6.58,93.63,46.48,308.64
2,37.67567568,37.7027027,0.027027027,37.96,37.96,1.43,3.53,7.41,60.38,38.54,314.44
2,37.7027027,37.72972973,0.027027027,32.42,32.42,1.09,1.92,5.31,46.35,50.46,295.36
2,37.72972973,37.75675676,0.027027027,10.64,10.64,0.61,0.27,4.78,20.25,59.94,219.09
2,37.75675676,37.78378378,0.027027027,16.08,16.08,0.85,0.36,4.14,34.28,58.33,164.09
2,37.78378378,37.81081081,0.027027027,57.75,57.75,1.54,6.43,3.83,85.5,45.48,162.82
2,37.81081081,37.83783784,0.027027027,52.45,52.45,1.61,4.91,14.97,85.74,60.65,79.41
2,37.83783784,37.86486486,0.027027027,30.88,30.88,0.92,3.44,10.23,51.17,67.95,68.91
2,37.86486486,37.89189189,0.027027027,32.45,32.45,2.16,2.13,5.24,53.67,49.49,61.68
2,37.89189189,37.91891892,0.027027027,12.64,12.64,0.93,0.26,6.55,32.39,51.57,57.15
2,37.91891892,37.94594595,0.027027027,44.91,44.91,1.91,4.08,10.22,82.84,38.06,67.82
2,37.94594595,37.97297297,0.027027027,97.03,97.03,4.04,15.53,11.45,152.79,29.87,87.95
2,37.97297297,38,0.027027027,83.86,83.86,3.15,8.43,8.67,136.2,29.56,34.01
2,38,38.02702703,0.027027027,22.83,22.83,5.36,2.3,30.48,37.84,34.47,97.92
2,38.02702703,38.05405405,0.027027027,22.96,22.96,1.1,2.4,17.76,36.86,30.32,95.1
2,38.05405405,38.08108108,0.027027027,43.24,43.24,1.03,3.95,11.41,63.62,28.19,51.29
2,38.08108108,38.10810811,0.027027027,54.78,54.78,1.46,6.05,7.15,83.29,25.3,38.04
2,38.10810811,38.13513514,0.027027027,44.26,44.26,1.01,5.92,5.57,75.44,25.6,31.44
2,38.13513514,38.16216216,0.027027027,5.55,5.55,0.27,0.94,3.18,13.52,30.86,17.32
2,38.16216216,38.18918919,0.027027027,5.06,5.06,0.12,0.33,2.73,12.37,38.81,24.9
2,38.18918919,38.21621622,0.027027027,14.81,14.81,0.63,1.19,4.63,26.11,44.54,41.81
2,38.21621622,38.24324324,0.027027027,42.1,42.1,1.27,4.28,5.43,64.93,44.03,46.09
2,38.24324324,38.27027027,0.027027027,40.71,40.71,1.26,4.94,3.28,66.41,47.84,36.44
2,38.27027027,38.2972973,0.027027027,53.17,53.17,1.41,7.9,3.08,90.35,45.05,59.36
2,38.2972973,38.32432432,0.027027027,16.64,16.64,0.91,2.81,1.86,46.9,55.6,62.55
2,38.32432432,38.35135135,0.027027027,39.48,39.48,1.33,4.31,2.02,72.02,53.63,82.38
2,38.35135135,38.37837838,0.027027027,48.87,48.87,5.25,5.68,5.31,93.15,53.45,69.49
2,38.37837838,38.40540541,0.027027027,45.34,45.34,3.71,6.88,5.63,82.35,54.53,62.39
2,38.40540541,38.43243243,0.027027027,122.19,122.19,3,16.17,5.55,173.73,43.51,101.22
2,38.43243243,38.45945946,0.027027027,52.43,52.43,2.5,7.71,3.93,90.37,51.16,74.2
2,38.45945946,38.48648649,0.027027027,44.61,44.61,1.55,4.62,1.95,69.06,59.35,101.28
2,38.48648649,38.51351351,0.027027027,54.4,54.4,1.58,6.73,2.36,84.59,47.33,205.43
2,38.51351351,38.54054054,0.027027027,69.42,69.42,2.24,10.62,2.99,114.81,34.18,273.03
2,38.54054054,38.56756757,0.027027027,98.3,98.3,2.7,13.03,3.78,142.69,29.54,296.44
2,38.56756757,38.59459459,0.027027027,98.73,98.73,5.63,17.73,4.42,159.8,34.15,218.24
2,38.59459459,38.62162162,0.027027027,283.47,283.47,7.49,51.71,19.65,439.44,36.09,225.51
2,38.62162162,38.64864865,0.027027027,83.32,83.32,5.75,21.69,5.96,166.07,38.65,90.38
2,38.64864865,38.67567568,0.027027027,33.31,33.31,2.21,7.7,2.69,72.26,49.74,101.46
2,38.67567568,38.7027027,0.027027027,17.04,17.04,2.04,2.36,2.01,39.24,58.61,123.94
2,38.7027027,38.72972973,0.027027027,14.47,14.47,1.19,1.53,1.47,34.33,60.61,128.54
2,38.72972973,38.75675676,0.027027027,50.61,50.61,1.95,6.7,2.53,76.15,48.9,117.74
2,38.75675676,38.78378378,0.027027027,20.76,20.76,1.02,2.86,1.37,39.22,57.02,29.13
2,38.78378378,38.81081081,0.027027027,55.36,55.36,5.61,7.76,2.85,90.57,40.47,43.97
2,38.81081081,38.83783784,0.027027027,67.73,67.73,2.83,8.9,8.2,101.81,33.31,85.26
2,38.83783784,38.86486486,0.027027027,25.33,25.33,1.79,3.13,3.32,52.43,33.8,73.58
2,38.86486486,38.89189189,0.027027027,84.94,84.94,2.65,9.8,4.17,119.06,26.62,88.95
2,38.89189189,38.91891892,0.027027027,23.4,23.4,1.45,4.28,1.95,45.3,37.8,29.81
2,38.91891892,38.94594595,0.027027027,6.96,6.96,0.62,0.65,0.84,27.63,42.4,18.59
2,38.94594595,38.97297297,0.027027027,37.01,37.01,1.78,5.39,1.1,72.56,32.3,29.66
2,38.97297297,39,0.027027027,155.44,155.44,3.47,16.88,7.5,213.59,20.9,113.03
2,39,39.02777778,0.027777778,59.18,59.18,4.9,7.71,7,98.44,28.61,72.22
2,39.02777778,39.05555556,0.027777778,69.35,69.35,4.31,8.71,6.29,108.59,31.69,45.77
2,39.05555556,39.08333333,0.027777778,17.61,17.61,0.79,2.71,2.5,32.31,44.67,28.43
2,39.08333333,39.11111111,0.027777778,27.96,27.96,0.77,4,2.97,38.12,41.11,47.52
2,39.11111111,39.13888889,0.027777778,119.8,119.8,1.04,25.22,2.72,200.01,29.01,75.58
2,39.13888889,39.16666667,0.027777778,303.49,303.49,9.59,21.99,9.07,470.5,24.87,66.78
2,39.16666667,39.19444444,0.027777778,275.13,275.13,9.08,20.21,11.29,444.71,23.54,64.2
2,39.19444444,39.22222222,0.027777778,35.55,35.55,1.28,20.08,3.86,82.85,28.78,61.41
2,39.22222222,39.25,0.027777778,53.18,53.18,18.12,6.14,11.17,78.02,36.35,66.44
2,39.25,39.27777778,0.027777778,98.6,98.6,3.02,12.46,8.27,143.73,27.54,66.15
2,39.27777778,39.30555556,0.027777778,81.49,81.49,3.3,8.6,5.75,132.6,27.62,39.42
2,39.30555556,39.33333333,0.027777778,28.02,28.02,2.31,6.37,5.24,43.93,44.5,67
2,39.33333333,39.36111111,0.027777778,16.13,16.13,1.32,2.24,3.63,26.62,39.63,120.75
2,39.36111111,39.38888889,0.027777778,41.31,41.31,2.24,4.93,4.16,61.12,38.08,136.9
2,39.38888889,39.41666667,0.027777778,79.49,79.49,2.61,11.18,4.64,126.85,37.2,75.66
2,39.41666667,39.44444444,0.027777778,103.76,103.76,4.21,13.7,6.24,163.82,39.11,62.86
2,39.44444444,39.47222222,0.027777778,66.71,66.71,4.46,9.48,8.97,105.79,44.2,48.12
2,39.47222222,39.5,0.027777778,39.46,39.46,2.5,7.39,5.23,89.78,47.06,33.28
2,39.5,39.52777778,0.027777778,82.3,82.3,2.57,9.45,6.56,134.94,33.13,41.47
2,39.52777778,39.55555556,0.027777778,67.04,67.04,1.91,9.8,5.05,115.69,38.5,42.27
2,39.55555556,39.58333333,0.027777778,61.47,61.47,1.76,8.7,3.56,100.85,39.45,43.21
2,39.58333333,39.61111111,0.027777778,55.37,55.37,2.16,7.42,3.46,95.24,37.84,72.05
2,39.61111111,39.63888889,0.027777778,128.34,128.34,4.04,24.44,6.05,193.82,30.52,127.06
2,39.63888889,39.66666667,0.027777778,113.41,113.41,5.25,12.8,8.01,196.7,31.62,55.02
2,39.66666667,39.69444444,0.027777778,175.31,175.31,3.25,19.09,9.17,258.07,35.38,96.5
2,39.69444444,39.72222222,0.027777778,9.19,9.19,1.47,2.56,5.9,24.2,52.25,65.43
2,39.72222222,39.75,0.027777778,9.2,9.2,0.78,0.36,8.1,24.55,62.53,71.1
2,39.75,39.77777778,0.027777778,18.45,18.45,1.23,1.69,6.57,45.97,58.91,49.73
2,39.77777778,39.80555556,0.027777778,122.35,122.35,5.62,13.64,9.42,163.56,47.13,95.5
2,39.80555556,39.83333333,0.027777778,86.51,86.51,2.78,11.57,5.57,150.02,42.94,44.84
2,39.83333333,39.86111111,0.027777778,70.3,70.3,2.06,12.59,9.04,122.3,45.02,58.47
2,39.86111111,39.88888889,0.027777778,39.42,39.42,1.58,5.81,3.3,83.61,42.8,49.41
2,39.88888889,39.91666667,0.027777778,89.05,89.05,3.23,11.86,10.94,123.41,31.35,137.31
2,39.91666667,39.94444444,0.027777778,65.75,65.75,4.03,27.11,7.79,147.74,31.16,103.81
2,39.94444444,39.97222222,0.027777778,153.36,153.36,4.57,10.34,7.59,236.27,43.72,41.64
2,39.97222222,40,0.027777778,56.41,56.41,3.18,7.73,4.98,106.42,48.7,30.27
2,40,40.02857143,0.028571429,30.24,30.24,5.9,5.44,7.27,80.02,48.38,65.47
2,40.02857143,40.05714286,0.028571429,140.55,140.55,5.04,20.07,7.54,194.54,41.58,162.56
2,40.05714286,40.08571429,0.028571429,162.55,162.55,4.81,21.86,7.8,244.34,48.7,80.8
2,40.08571429,40.11428571,0.028571429,65.78,65.78,2.81,10.76,5.82,104.55,52.08,39.96
2,40.11428571,40.14285714,0.028571429,117.82,117.82,3.75,8.29,7.99,184.67,30.04,35.39
2,40.14285714,40.17142857,0.028571429,65.66,65.66,3.49,16.27,8.45,94.55,33.07,112.35
2,40.17142857,40.2,0.028571429,12.31,12.31,1.32,2.4,3.75,20.88,35.26,186.7
2,40.2,40.22857143,0.028571429,14.81,14.81,1.51,1.02,2.41,27.01,36.04,132.76
2,40.22857143,40.25714286,0.028571429,60.77,60.77,2.11,7.52,4.43,88.85,26.51,72.09
2,40.25714286,40.28571429,0.028571429,20.03,20.03,1.2,1.88,2.83,27.75,28.33,20.84
2,40.28571429,40.31428571,0.028571429,20.18,20.18,2.34,1.05,2.9,25.66,34.14,24.68
2,40.31428571,40.34285714,0.028571429,10.45,10.45,1.1,0.26,1.36,19.4,48.14,32.57
2,40.34285714,40.37142857,0.028571429,9.24,9.24,1.02,0.21,1.59,21.01,58.64,37.52
2,40.37142857,40.4,0.028571429,35.75,35.75,1.49,3.21,1.82,54.15,45.78,79.1
2,40.4,40.42857143,0.028571429,88.98,88.98,3.78,15.88,3.79,139.23,29.39,112.92
2,40.42857143,40.45714286,0.028571429,126.67,126.67,3.47,9.42,5.33,191.31,31.93,38.9
