tube,top,bottom,length,Na (ppb),NH4 (ppb),K (ppb),Mg (ppb),Ca (ppb),Cl (ppb),NO3 (ppb),SO4 (ppb)
1,4.279069767,4.302325581,0.023255814,23.56,23.56,1.13,1.57,1.31,29.17,24.47,19.31
1,4.302325581,4.325581395,0.023255814,21.29,21.29,1.11,1.33,0.9,28.36,22.16,17.78
1,4.325581395,4.348837209,0.023255814,15.31,15.31,0.98,0.64,1.48,21.55,25.51,17.7
1,4.348837209,4.372093023,0.023255814,33.47,33.47,1.24,2.69,1.84,50.78,31.97,24.79
1,4.372093023,4.395348837,0.023255814,23.89,23.89,1.3,2.66,1.27,46.88,43.86,21.23
1,4.395348837,4.418604651,0.023255814,41.56,41.56,1.61,4.21,1.89,67.46,48.21,56.73
1,4.418604651,4.441860465,0.023255814,13.74,13.74,1.06,0.85,0.92,23.76,63.71,83.39
1,4.441860465,4.465116279,0.023255814,62.38,62.38,2.13,5.82,2.28,97.29,47.26,115.98
1,4.465116279,4.488372093,0.023255814,48.01,48.01,1.81,6.16,2.8,76.76,50.33,76.92
1,4.488372093,4.511627907,0.023255814,23.14,23.14,1.35,3.22,1.65,39.34,52.96,31.51
1,4.511627907,4.534883721,0.023255814,60.87,60.87,1.84,8.06,2.87,94.08,35.53,44.05
1,4.534883721,4.558139535,0.023255814,27.64,27.64,1.58,2.7,1.89,47,30.51,29.85
1,4.558139535,4.581395349,0.023255814,34.49,34.49,1.34,2.22,1.78,42.57,30.25,32.59
1,4.581395349,4.604651163,0.023255814,34.39,34.39,1.94,1.93,2.39,47.31,43.09,35.42
1,4.604651163,4.627906977,0.023255814,67.58,67.58,1.95,6.15,3.03,106.11,39.69,70.49
1,4.627906977,4.651162791,0.023255814,46.18,46.18,1.9,5.34,10.93,80.53,50.73,124.38
1,4.651162791,4.674418605,0.023255814,26.59,26.59,1.58,2.77,4.17,63.78,72.44,79.01
1,4.674418605,4.697674419,0.023255814,62.34,62.34,2.43,5.8,3.3,123.7,51.51,66.99
1,4.697674419,4.720930233,0.023255814,199.56,199.56,6.03,15.73,8.18,304.8,52.96,54.76
1,4.720930233,4.744186047,0.023255814,80.91,80.91,2.52,12.69,4.03,132.6,35.36,49.63
1,4.744186047,4.76744186,0.023255814,80.61,80.61,2.33,11.52,4.16,125.01,33.04,43.6
1,4.76744186,4.790697674,0.023255814,63.27,63.27,2.19,8.88,2.77,114.5,29.46,25.85
1,4.790697674,4.813953488,0.023255814,102.54,102.54,2.9,10.9,4.36,162.05,30.62,36.36
1,4.813953488,4.837209302,0.023255814,25.35,25.35,1.43,4.74,2.01,53.01,36.5,23.36
1,4.837209302,4.860465116,0.023255814,91.57,91.57,5.94,5.22,25.18,129.6,36.41,29.21
1,4.860465116,4.88372093,0.023255814,32.85,32.85,1.08,2.61,6.02,49.31,34.66,27.53
1,4.88372093,4.906976744,0.023255814,42.84,42.84,0.97,0.1,2.62,24.07,33.83,18.48
1,4.906976744,4.930232558,0.023255814,37.83,37.83,1.33,1.54,2.72,41.98,40.74,38.72
1,4.930232558,4.953488372,0.023255814,33.77,33.77,1.8,2.88,3.13,77.41,53.64,72.47
1,4.953488372,4.976744186,0.023255814,120.32,120.32,3.87,14.11,5.24,229.28,29.76,113.48
1,4.976744186,5,0.023255814,151.97,151.97,5.61,18.06,8.67,283.94,19.74,89.28
1,5,5.023255814,0.023255814,87.92,87.92,6.45,25.22,11.42,180.34,11.82,47.76
1,5.023255814,5.046511628,0.023255814,254.88,254.88,11.23,32.52,15.14,395.99,22.36,68.27
1,5.046511628,5.069767442,0.023255814,318.31,318.31,15,37.62,18.05,483.22,29.15,74.43
1,5.069767442,5.093023256,0.023255814,319.54,319.54,15.17,39.24,18.53,491.57,30.22,77.21
1,5.093023256,5.11627907,0.023255814,228.78,228.78,9.43,37.93,14.74,356.57,22.14,73.05
1,5.11627907,5.139534884,0.023255814,118.63,118.63,4.93,24.86,10.54,193.4,20.47,54.85
1,5.139534884,5.162790698,0.023255814,30.38,30.38,1.78,8.8,5.87,69.97,32.82,33.94
1,5.162790698,5.186046512,0.023255814,26.55,26.55,1.95,4.85,4.47,60.6,35.74,45.79
1,5.186046512,5.209302326,0.023255814,18.12,18.12,3.06,3.39,6.63,48.27,47.75,61.88
1,5.209302326,5.23255814,0.023255814,6.71,6.71,1.44,0.57,4.17,30.5,50.5,48.38
1,5.23255814,5.255813953,0.023255814,20.38,20.38,1.97,1.32,4.8,53.92,43.68,50.9
1,5.255813953,5.279069767,0.023255814,36.21,36.21,4.27,3.87,9.48,85.33,38,67.86
1,5.279069767,5.302325581,0.023255814,62.54,62.54,6.27,10.81,10.38,120.68,24.49,62.18
1,5.302325581,5.325581395,0.023255814,106.85,106.85,4.98,21.71,9.96,182.94,16.84,42.57
1,5.325581395,5.348837209,0.023255814,223.26,223.26,7.76,23.42,10.95,335.26,17.3,30.98
1,5.348837209,5.372093023,0.023255814,295.61,295.61,11.47,21.23,12.39,439.32,24.05,34.66
1,5.372093023,5.395348837,0.023255814,299.62,299.62,11.11,21.82,12.31,448.63,20.1,32.33
1,5.395348837,5.418604651,0.023255814,295.99,295.99,11.71,18.89,9.75,447.54,22.98,33.06
1,5.418604651,5.441860465,0.023255814,274.7,274.7,10.42,22.46,11.46,415.97,23.84,36.78
1,5.441860465,5.465116279,0.023255814,140.27,140.27,5.93,25.47,9.52,232.28,19,28.1
1,5.465116279,5.488372093,0.023255814,94.71,94.71,4.51,17.64,8.6,161.71,18.12,26.22
1,5.488372093,5.511627907,0.023255814,46.02,46.02,3.2,8.57,6.78,90.16,27.22,16.62
1,5.511627907,5.534883721,0.023255814,48.28,48.28,5.67,5.13,10.04,76.73,41.04,32.29
1,5.534883721,5.558139535,0.023255814,13.19,13.19,1.64,1.84,6.44,31.64,56.17,52.1
1,5.558139535,5.581395349,0.023255814,11.69,11.69,1.62,1.1,4.92,31.27,57.54,73.89
1,5.581395349,5.604651163,0.023255814,17.53,17.53,2.15,1.8,5.07,43.48,58.3,93
1,5.604651163,5.627906977,0.023255814,17.43,17.43,3,1.55,6.1,38.16,60.68,121.95
1,5.627906977,5.651162791,0.023255814,40.03,40.03,5.56,5.4,9.62,67.46,35.13,69.9
1,5.651162791,5.674418605,0.023255814,71.93,71.93,3.21,7.87,7.89,107.38,16.38,21.78
1,5.674418605,5.697674419,0.023255814,119.03,119.03,5.6,8.77,9.44,167.09,18.1,23.49
1,5.697674419,5.720930233,0.023255814,104.37,104.37,5.82,8.9,8.83,145.36,15.05,24.27
1,5.720930233,5.744186047,0.023255814,78.97,78.97,6.13,8.88,8.87,111.06,19.51,23.56
1,5.744186047,5.76744186,0.023255814,46.38,46.38,4.04,6.8,7.76,74.3,21.6,23.33
1,5.76744186,5.790697674,0.023255814,66.4,66.4,4.05,10.26,7.86,103.52,21.39,33.87
1,5.790697674,5.813953488,0.023255814,147.1,147.1,6.53,9.43,9.35,199.34,29.51,30.58
1,5.813953488,5.837209302,0.023255814,64.38,64.38,4.57,6.87,7.38,108.92,30.8,39.88
1,5.837209302,5.860465116,0.023255814,25.79,25.79,9.39,4.05,10.66,35.28,47.13,101.34
1,5.860465116,5.88372093,0.023255814,21.27,21.27,6.64,2.25,10.36,27.68,53.38,71.48
1,5.88372093,5.906976744,0.023255814,30.59,30.59,4.24,2.64,8.05,43.44,48.26,67.91
1,5.906976744,5.930232558,0.023255814,66.9,66.9,10.71,6.05,13.86,95.65,37.23,53.65
1,5.930232558,5.953488372,0.023255814,46.2,46.2,8,3.6,15.29,50.49,42.09,25.51
1,5.953488372,5.976744186,0.023255814,63.95,63.95,5,2.94,18.96,63.31,37.04,23.61
1,5.976744186,6,0.023255814,44.04,44.04,4.4,7.93,15.93,49.7,36.31,43.17
1,6,6.041666667,0.041666667,24.12,24.12,3.8,2.58,12.89,36.08,24.85,17.78
1,6.041666667,6.083333333,0.041666667,25.67,25.67,1.69,2.24,6.22,39.92,22.98,16.85
1,6.083333333,6.125,0.041666667,11.46,11.46,1.54,1.25,3.41,25.99,25.86,14.67
1,6.125,6.166666667,0.041666667,8.75,8.75,1.33,0.12,2.46,13.78,18.52,11.48
1,6.166666667,6.208333333,0.041666667,10.22,10.22,1.31,0.32,2.67,13.45,21.49,11.36
1,6.208333333,6.25,0.041666667,9.09,9.09,2.05,0.19,2.44,14.59,19.29,14.11
1,6.25,6.291666667,0.041666667,15.54,15.54,2.45,0.56,2.83,25.98,19.92,16.67
1,6.291666667,6.333333333,0.041666667,14.7,14.7,1.88,1.36,4.33,24.9,38.35,51.4
1,6.333333333,6.375,0.041666667,8.57,8.57,1.3,0.35,4.39,19.97,38.31,63.67
1,6.375,6.416666667,0.041666667,4.99,4.99,1.69,1.18,6.65,23.14,32.5,53.46
1,6.416666667,6.458333333,0.041666667,85.39,85.39,12.34,9.07,20.76,136.56,29.63,49.81
1,6.458333333,6.5,0.041666667,112.03,112.03,6.2,11.62,9.96,179.38,22.4,44.75
1,6.5,6.541666667,0.041666667,67.24,67.24,3.12,7.87,5.65,108.73,26.78,22.76
1,6.541666667,6.583333333,0.041666667,102.49,102.49,3.84,12.35,4.87,169.85,18.56,35.45
1,6.583333333,6.625,0.041666667,164,164,5.48,13.54,7.14,250.32,25.85,34.88
1,6.625,6.666666667,0.041666667,39.39,39.39,1.99,7.53,3.53,72.3,42.15,56.56
1,6.666666667,6.708333333,0.041666667,41.04,41.04,4.87,6.53,7.68,67.31,33.81,47.5
1,6.708333333,6.75,0.041666667,36.54,36.54,6.01,5.32,10.3,53,24,25.13
1,6.75,6.791666667,0.041666667,21.01,21.01,1.56,2.7,4.73,37.73,38.08,21.72
1,6.791666667,6.833333333,0.041666667,23.29,23.29,1.53,2.55,3.9,39.73,49.09,42.43
1,6.833333333,6.875,0.041666667,37.19,37.19,5.05,5.2,6.86,70.64,46.01,152.62
1,6.875,6.916666667,0.041666667,68.36,68.36,3.07,9.19,6.24,132.17,28.48,44.71
1,6.916666667,6.958333333,0.041666667,35.01,35.01,2.76,4.99,3.96,61.08,32.91,21.87
1,6.958333333,7,0.041666667,23.01,23.01,2.3,2.81,3.36,38.66,29.53,16.15
1,7,7.033333333,0.033333333,37.07,37.07,5.54,4.25,10.15,57.1,22.83,59.22
1,7.033333333,7.066666667,0.033333333,32.55,32.55,2.73,3.82,8.33,52.49,28.4,22.01
1,7.066666667,7.1,0.033333333,39.98,39.98,2.14,4.78,8.29,63.21,31.85,36.72
1,7.1,7.133333333,0.033333333,54.61,54.61,1.75,5.84,6.29,84.87,32.76,68.03
1,7.133333333,7.166666667,0.033333333,23.63,23.63,1.33,3.27,6.1,47.63,46.53,106.33
1,7.166666667,7.2,0.033333333,21.06,21.06,1.17,1.99,5.13,52.8,46.89,100.53
1,7.2,7.233333333,0.033333333,134.8,134.8,17.09,14.09,16.32,216.26,29.22,71.12
1,7.233333333,7.266666667,0.033333333,121.06,121.06,5.51,14.26,12.5,198.97,19.52,24.72
1,7.266666667,7.3,0.033333333,90,90,4.6,11.53,10.27,146.65,18.37,20.61
1,7.3,7.333333333,0.033333333,71.04,71.04,5.87,10.7,17.5,126.3,20.06,25.28
1,7.333333333,7.366666667,0.033333333,73.31,73.31,2.43,10.32,9.74,128.62,24.3,41.57
1,7.366666667,7.4,0.033333333,26.91,26.91,1.34,4.2,6.47,58.63,36.21,64.28
1,7.4,7.433333333,0.033333333,6.01,6.01,0.83,1.03,5.95,17.31,41.04,78.3
1,7.433333333,7.466666667,0.033333333,12.74,12.74,3.56,1.14,11.92,23.15,44.62,82.32
1,7.466666667,7.5,0.033333333,14.12,14.12,1.04,1.33,4.78,26.56,45.35,60.94
1,7.5,7.533333333,0.033333333,20.76,20.76,1.09,2.12,4.14,40.12,54.59,55.98
1,7.533333333,7.566666667,0.033333333,39.32,39.32,2.27,3.48,3.17,63.3,62.83,44.91
1,7.566666667,7.6,0.033333333,80.48,80.48,2.88,8.6,5.62,132.15,45.42,41.63
1,7.6,7.633333333,0.033333333,72.18,72.18,3.19,8.65,7.88,113.2,44.83,35.61
1,7.633333333,7.666666667,0.033333333,33.32,33.32,5.19,5.71,8.28,55.3,38.65,21.9
1,7.666666667,7.7,0.033333333,65.34,65.34,3.09,7.64,7.86,106.09,33.12,24.28
1,7.7,7.733333333,0.033333333,120.91,120.91,10.16,11.25,24.05,181.5,32.56,35.85
1,7.733333333,7.766666667,0.033333333,90.41,90.41,12.36,14.95,18.08,164.35,35.34,49.42
1,7.766666667,7.8,0.033333333,53.89,53.89,6.48,7.76,10.93,105.06,42.31,44.36
1,7.8,7.833333333,0.033333333,168.56,168.56,8.31,18.36,11.51,249.14,32.89,79.95
1,7.833333333,7.866666667,0.033333333,109.32,109.32,7.74,11.23,11.9,166.3,31.15,35.96
1,7.866666667,7.9,0.033333333,46.4,46.4,2.5,5.67,6.69,67.53,31.12,17.72
1,7.9,7.933333333,0.033333333,54.23,54.23,3.31,6.38,5.67,88.95,29.92,39.6
1,7.933333333,7.966666667,0.033333333,25.81,25.81,1.58,3.32,4.18,47.62,45.33,60.5
1,7.966666667,8,0.033333333,45.26,45.26,3.24,4.51,4.48,69.15,35.07,53.65
1,8,8.027027027,0.027027027,31.14,31.14,5.23,3.24,16.15,47.21,18.91,27.24
1,8.027027027,8.054054054,0.027027027,16.14,16.14,1.11,2.18,7.9,31.67,17.06,14.99
1,8.054054054,8.081081081,0.027027027,14.31,14.31,0.67,1.9,4.6,29.48,17.06,13.83
1,8.081081081,8.108108108,0.027027027,15.15,15.15,0.69,1.71,3.53,27.33,16.15,13.05
1,8.108108108,8.135135135,0.027027027,16.52,16.52,1.13,1.77,4.85,28.38,18.61,14.78
1,8.135135135,8.162162162,0.027027027,22.74,22.74,0.96,2.56,3.61,38.71,23.4,18.28
1,8.162162162,8.189189189,0.027027027,32.37,32.37,1.03,3.57,3.01,55.54,27.6,23.39
1,8.189189189,8.216216216,0.027027027,37.78,37.78,1.74,4.25,6.15,61.3,39.77,29.17
1,8.216216216,8.243243243,0.027027027,58.12,58.12,3.84,7.12,9.72,92.2,41.42,82.83
1,8.243243243,8.27027027,0.027027027,71.78,71.78,2.6,9.88,7.29,116.7,36.4,63.67
1,8.27027027,8.297297297,0.027027027,70.34,70.34,2.42,7.84,7.23,118.43,28.22,37.82
1,8.297297297,8.324324324,0.027027027,71.28,71.28,2.32,6.98,6.85,116.99,24.44,29.93
1,8.324324324,8.351351351,0.027027027,59.76,59.76,2.01,6.68,5.43,100.81,22.45,29.57
1,8.351351351,8.378378378,0.027027027,42.43,42.43,1.42,6.14,4.21,70.83,23.4,28.16
1,8.378378378,8.405405405,0.027027027,11.77,11.77,0.52,2.49,2.61,27.4,22.96,17.88
1,8.405405405,8.432432432,0.027027027,7.98,7.98,1.35,1.28,4.82,21.72,20.04,12.78
1,8.432432432,8.459459459,0.027027027,36.9,36.9,1.09,2.95,4.1,60.85,15.95,19.02
1,8.459459459,8.486486486,0.027027027,65.42,65.42,1.92,5.06,4.44,105.83,14.5,28.48
1,8.486486486,8.513513514,0.027027027,19.34,19.34,1.69,3.61,5.83,34.05,27.4,32.22
1,8.513513514,8.540540541,0.027027027,33.51,33.51,10.76,5.48,26.34,48.54,32.19,63.09
1,8.540540541,8.567567568,0.027027027,24.65,24.65,13.58,4.69,34.71,39.12,34.95,80.44
1,8.567567568,8.594594595,0.027027027,6.82,6.82,3.57,1.18,14.87,20.74,35.65,78.79
1,8.594594595,8.621621622,0.027027027,10.72,10.72,3.18,1.13,8.93,22.47,35.29,96.26
1,8.621621622,8.648648649,0.027027027,14.79,14.79,2.12,1.15,5.83,29.69,39.33,88.82
1,8.648648649,8.675675676,0.027027027,10.58,10.58,2.05,1.48,5.14,28.53,49.11,81.1
1,8.675675676,8.702702703,0.027027027,26.29,26.29,1.76,4.32,3.98,56.54,43.37,53.74
1,8.702702703,8.72972973,0.027027027,57.45,57.45,2.28,5.52,4.11,93.49,38.2,40.62
1,8.72972973,8.756756757,0.027027027,34.27,34.27,1.63,4.77,3.15,59.98,44.75,40.15
1,8.756756757,8.783783784,0.027027027,20.06,20.06,0.98,2.21,2.21,38.22,58.1,50.53
1,8.783783784,8.810810811,0.027027027,29.68,29.68,1.02,2.71,2.39,57.21,58.65,69.86
1,8.810810811,8.837837838,0.027027027,32.59,32.59,4.57,4.66,8.78,65.54,57.54,96.23
1,8.837837838,8.864864865,0.027027027,78.89,78.89,4.56,8.63,7.46,136.31,39.46,77.24
1,8.864864865,8.891891892,0.027027027,109.11,109.11,4.29,8.98,6.53,176.94,32.6,48.53
1,8.891891892,8.918918919,0.027027027,88.78,88.78,3.33,9.33,5.73,148.43,34.3,43.25
1,8.918918919,8.945945946,0.027027027,97.05,97.05,4.82,10.09,21.61,85.36,42.34,55.58
1,8.945945946,8.972972973,0.027027027,75.91,75.91,4.72,9.07,9.76,118.08,29.28,44.45
1,8.972972973,9,0.027027027,56.37,56.37,4.59,7.77,10.81,90.48,25.44,39.7
1,9,9.041666667,0.041666667,147.53,147.53,2.76,6.37,56.07,37.4,44.44,64.74
1,9.041666667,9.083333333,0.041666667,17.28,17.28,1.07,1.99,15.66,24.56,47.76,38.79
1,9.083333333,9.125,0.041666667,20.09,20.09,1.28,1.92,8.72,33.99,56.18,70.75
1,9.125,9.166666667,0.041666667,63.24,63.24,1.87,7.38,6.61,117.74,40.9,65.17
1,9.166666667,9.208333333,0.041666667,109.08,109.08,3.07,9.25,9.25,176.5,30.3,37.86
1,9.208333333,9.25,0.041666667,73.33,73.33,2.2,8.77,6.97,116.52,34.84,33.99
1,9.25,9.291666667,0.041666667,43.74,43.74,2.04,4.48,15.31,39.82,28.65,24.93
1,9.291666667,9.333333333,0.041666667,75.11,75.11,0.67,2.76,32.01,23.28,27.26,26.59
1,9.333333333,9.375,0.041666667,31.67,31.67,0.77,1.88,9.71,38.39,31.84,16.73
1,9.375,9.416666667,0.041666667,155.57,155.57,3.2,7.08,44.7,94.57,35,57.42
1,9.416666667,9.458333333,0.041666667,221.88,221.88,5.9,18.04,17.45,337.97,26.38,76.27
1,9.458333333,9.5,0.041666667,56.56,56.56,3.58,9.99,12.14,96.84,41.52,64.81
1,9.5,9.541666667,0.041666667,66.74,66.74,2.55,10.47,15.44,80.77,31.35,44.68
1,9.541666667,9.583333333,0.041666667,177.44,177.44,2.94,13.73,70.23,117.61,21.8,56.23
1,9.583333333,9.625,0.041666667,182.81,182.81,5.38,9.91,18.6,270.36,22.92,31.97
1,9.625,9.666666667,0.041666667,72.37,72.37,2.69,10.99,9.4,116.22,23,56.63
1,9.666666667,9.708333333,0.041666667,32.33,32.33,1.96,4.6,6.19,62.12,30.8,78.34
1,9.708333333,9.75,0.041666667,97.89,97.89,4.82,12.11,9.7,175.14,14.59,51.4
1,9.75,9.791666667,0.041666667,163.44,163.44,6.08,21.02,11.07,277.52,12.84,50
1,9.791666667,9.833333333,0.041666667,322,322,13.05,23.41,22.92,481.75,27.71,66.04
1,9.833333333,9.875,0.041666667,240.86,240.86,9.49,22.92,64.72,174.1,31.02,70.2
1,9.875,9.916666667,0.041666667,23.83,23.83,1.65,4.61,14.19,48.59,56.87,29.23
1,9.916666667,9.958333333,0.041666667,206.21,206.21,4.69,7.91,72.95,86.8,60.32,87.91
1,9.958333333,10,0.041666667,39.77,39.77,6.88,3.58,17.99,69.25,70.49,73.11
1,10,10.03448276,0.034482759,32.87,32.87,3.35,8.68,20.13,56.25,53.63,46.86
1,10.03448276,10.06896552,0.034482759,37.8,37.8,2.02,8.22,12.56,70.01,29.73,38.14
1,10.06896552,10.10344828,0.034482759,81.9,81.9,2.24,10.76,10.6,133.17,16.75,38.67
1,10.10344828,10.13793103,0.034482759,75.09,75.09,2.88,10.84,7.52,128.87,14.53,30.95
1,10.13793103,10.17241379,0.034482759,69.4,69.4,2.27,22.47,6.07,155.37,13.44,32.42
1,10.17241379,10.20689655,0.034482759,369.48,369.48,9.87,18.64,14.51,558.57,21.7,59.67
1,10.20689655,10.24137931,0.034482759,112.62,112.62,3.51,28.27,10.74,212.24,16.37,62.93
1,10.24137931,10.27586207,0.034482759,30.46,30.46,1.02,10.41,4.42,63.87,30.07,61.05
1,10.27586207,10.31034483,0.034482759,16.54,16.54,1.07,5.04,5.05,37.07,47.19,77.3
1,10.31034483,10.34482759,0.034482759,84.86,84.86,3.38,10.49,13.37,146.79,42.5,83.59
1,10.34482759,10.37931034,0.034482759,53.88,53.88,1.74,8.88,6.83,121.39,41.36,73.64
1,10.37931034,10.4137931,0.034482759,42.13,42.13,5.15,9.49,19.08,64.57,52.2,73.62
1,10.4137931,10.44827586,0.034482759,22.49,22.49,1.48,4.23,14.9,32.78,44.4,62.46
1,10.44827586,10.48275862,0.034482759,57.82,57.82,2.09,7.45,15.06,89.67,32.58,73.46
1,10.48275862,10.51724138,0.034482759,82.77,82.77,2.36,9.45,5.03,133.45,24.26,65.23
1,10.51724138,10.55172414,0.034482759,21.8,21.8,0.97,4.28,3.45,43.61,33.77,84.11
1,10.55172414,10.5862069,0.034482759,5.3,5.3,0.7,1.5,3.19,18.92,42.7,141.24
1,10.5862069,10.62068966,0.034482759,28.33,28.33,1.19,3.81,5.51,49.28,45.46,149.54
1,10.62068966,10.65517241,0.034482759,29.45,29.45,1.36,4.72,5.13,53.05,51.87,137.69
1,10.65517241,10.68965517,0.034482759,39.29,39.29,1.48,5.71,5.64,63.42,48.29,135.08
1,10.68965517,10.72413793,0.034482759,43.3,43.3,1.7,6.64,5.61,78.42,42,122.3
1,10.72413793,10.75862069,0.034482759,42.71,42.71,2.37,5.92,4.6,92.09,37.27,127.41
1,10.75862069,10.79310345,0.034482759,170.02,170.02,5.59,19.25,9.37,291.77,21.27,124.65
1,10.79310345,10.82758621,0.034482759,52.26,52.26,2.26,8.32,5.35,100.92,41.46,83.19
1,10.82758621,10.86206897,0.034482759,35.55,35.55,5.59,7.62,14.74,73.22,56.83,94.35
1,10.86206897,10.89655172,0.034482759,42.28,42.28,2.64,5.97,10.23,106.39,41.69,153.16
1,10.89655172,10.93103448,0.034482759,76.99,76.99,3.59,11.92,8.72,145.13,42.26,93.98
1,10.93103448,10.96551724,0.034482759,138.7,138.7,8.9,16.4,16.14,214.33,39.71,69.55
1,10.96551724,11,0.034482759,118.83,118.83,6.73,9.62,36.74,70.06,39.8,53.79
1,11,11.02941176,0.029411765,0,0,0,0,0,78.85,36.34,0
1,11.02941176,11.05882353,0.029411765,0,0,0,0,0,192.29,30.15,0
1,11.05882353,11.08823529,0.029411765,0,0,0,0,0,202.63,23.86,0
1,11.08823529,11.11764706,0.029411765,0,0,0,0,0,215.59,23.92,0
1,11.11764706,11.14705882,0.029411765,0,0,0,0,0,228.83,28.72,0
1,11.14705882,11.17647059,0.029411765,0,0,0,0,0,164.29,35.14,0
1,11.17647059,11.20588235,0.029411765,0,0,0,0,0,90.89,42.87,0
1,11.20588235,11.23529412,0.029411765,0,0,0,0,0,42.97,44.26,0
1,11.23529412,11.26470588,0.029411765,0,0,0,0,0,58.5,35.71,0
1,11.26470588,11.29411765,0.029411765,0,0,0,0,0,74.47,46.35,0
1,11.29411765,11.32352941,0.029411765,0,0,0,0,0,47.09,48.57,0
1,11.32352941,11.35294118,0.029411765,0,0,0,0,0,209.17,33.34,0
1,11.35294118,11.38235294,0.029411765,0,0,0,0,0,298.04,24.02,0
1,11.38235294,11.41176471,0.029411765,0,0,0,0,0,301.9,24.2,0
1,11.41176471,11.44117647,0.029411765,0,0,0,0,0,258.83,22.55,0
1,11.44117647,11.47058824,0.029411765,0,0,0,0,0,371.56,27.43,0
1,11.47058824,11.5,0.029411765,97.3,97.3,5.74,13.7,10.41,188.31,26.77,28.39
1,11.5,11.52941176,0.029411765,50.52,50.52,2.51,8.59,3.26,89.82,43.87,32.04
1,11.52941176,11.55882353,0.029411765,15.05,15.05,1.14,3.61,2.66,36.7,50.09,35.56
1,11.55882353,11.58823529,0.029411765,24.39,24.39,1.29,3.28,3.26,46.1,49.99,49.69
1,11.58823529,11.61764706,0.029411765,44.38,44.38,3.15,8.19,9.87,71.5,46.8,59.36
1,11.61764706,11.64705882,0.029411765,95.62,95.62,2.86,8.85,23.31,105.5,34.12,37.89
1,11.64705882,11.67647059,0.029411765,59.12,59.12,2.28,6.74,24.44,105.57,32.56,57.03
1,11.67647059,11.70588235,0.029411765,22.33,22.33,1.44,9.18,22.71,46.4,33.93,42.86
1,11.70588235,11.73529412,0.029411765,23.43,23.43,1.61,3.73,20.98,42.81,34.78,28.68
1,11.73529412,11.76470588,0.029411765,42.94,42.94,3.24,5.31,16.1,73.61,37.75,71.93
1,11.76470588,11.79411765,0.029411765,28.07,28.07,1.7,1.62,9.53,95.06,46.66,89.24
1,11.79411765,11.82352941,0.029411765,8.45,8.45,1.2,0.8,4.54,22.15,47.21,86.87
1,11.82352941,11.85294118,0.029411765,9.48,9.48,1.43,1.14,6.5,22.9,46.95,91.65
1,11.85294118,11.88235294,0.029411765,11.35,11.35,4.14,5.23,13.94,31.09,51.68,110.68
1,11.88235294,11.91176471,0.029411765,13.22,13.22,1.49,1.65,21.38,23.98,54.97,90.55
1,11.91176471,11.94117647,0.029411765,21.8,21.8,1.69,2.35,10.14,44.49,52.76,70.53
1,11.94117647,11.97058824,0.029411765,73,73,3.69,10.8,11.36,117.46,41.78,66.76
1,11.97058824,12,0.029411765,52.79,52.79,4.73,10.94,13.11,93.53,41.11,59.34
1,12,12.02439024,0.024390244,68.06,68.06,6.54,3.66,19.49,63.81,37.33,33.31
1,12.02439024,12.04878049,0.024390244,30.98,30.98,2.27,2.2,18.45,44.52,42.61,29.83
1,12.04878049,12.07317073,0.024390244,31.6,31.6,1.21,2.79,14.45,53.97,33.89,77.86
1,12.07317073,12.09756098,0.024390244,46.68,46.68,1.71,4.98,10.42,81.16,23.16,135.44
1,12.09756098,12.12195122,0.024390244,45.21,45.21,1.74,5.55,6.31,77.67,26.92,87.02
1,12.12195122,12.14634146,0.024390244,23.1,23.1,0.76,3.05,3.32,36.64,37.32,37.52
1,12.14634146,12.17073171,0.024390244,19.67,19.67,1.41,1.61,7.85,23.37,28.05,20.52
1,12.17073171,12.19512195,0.024390244,30.27,30.27,1.07,1.1,3.5,24.72,20.34,16.74
1,12.19512195,12.2195122,0.024390244,16.19,16.19,0.57,0.87,2.19,23.64,22.3,15.33
1,12.2195122,12.24390244,0.024390244,27.96,27.96,1.25,1.3,8.81,21.25,21.85,13.65
1,12.24390244,12.26829268,0.024390244,13.04,13.04,0.7,0.94,2.35,20.04,20.41,14.26
1,12.26829268,12.29268293,0.024390244,29.12,29.12,1.08,2.58,2.66,38.06,18.89,19.25
1,12.29268293,12.31707317,0.024390244,29.64,29.64,1.04,3.08,3.36,40.8,21.77,21.26
1,12.31707317,12.34146341,0.024390244,48.03,48.03,1.51,3.11,17.04,34.56,25,23.08
1,12.34146341,12.36585366,0.024390244,7.98,7.98,0.51,0.34,4.33,12.74,32.57,16.3
1,12.36585366,12.3902439,0.024390244,45.77,45.77,1.42,3.65,3.4,68.2,22.96,30.32
1,12.3902439,12.41463415,0.024390244,38.49,38.49,1.36,3.69,1.95,61.71,26.14,39.8
2,12.41463415,12.43902439,0.024390244,23.49,23.49,0.96,2.59,1.01,37.7,37.35,44.17
2,12.43902439,12.46341463,0.024390244,41.16,41.16,2.38,2.46,14.72,29.8,43.87,69.31
2,12.46341463,12.48780488,0.024390244,36.73,36.73,1.68,2.65,13.35,36.57,43.32,71.67
2,12.48780488,12.51219512,0.024390244,28.07,28.07,2.12,5.41,6.94,46.6,41.44,53.52
2,12.51219512,12.53658537,0.024390244,75.54,75.54,2.74,7.19,4.64,128.54,21.76,41.31
2,12.53658537,12.56097561,0.024390244,75.91,75.91,2.91,7.47,5.08,135.38,18.34,32.96
